MANIFEST IDENTIFER NUMBER,SHIP NAME,CODE FOR SHIP PORT OF EMBARKATION,SHIP ARRIVAL DATE,NUMBER OF CORRESPONDING PASSENGERS
4997,MARATHON,4,11-20-1850,449
4998,NANCY,46,11-27-1850,87
4999,ANN HARLEY,6,12-04-1850,147
5000,HELEN MCGAW,4,11-23-1850,240
5001,HUDSON,6,12-23-1850,60
5002,LORENA,59,11-20-1850,310
5003,STATIRA MORSE,61,11-25-1850,21
5004,ABERDEEN,4,11-25-1850,259
5005,ST. LOUIS,4,12-05-1850,310
5006,WASHINGTON,4,12-04-1850,911
5012,E.Z.,4,11-22-1850,283
5013,TEMPEST,4,12-05-1850,292
5014,LIBERTY,6,11-26-1850,178
5018,STANDARD,18,12-05-1850,225
5023,MARCH. OF CLYSDALE,6,12-06-1850,91
5024,ASIA,4,12-07-1850,4
5025,COLUMBO,4,12-09-1850,3
5026,CORA LINN,4,12-09-1850,319
5027,ELIZABETH,134,12-18-1850,121
5028,IRVINE,35,12-27-1850,253
5029,DEFENCE,4,12-13-1850,214
5030,ENERGY,134,12-16-1850,114
5033,ABBY LAND,4,12-21-1850,216
5034,NIAGARA,4,12-16-1850,247
5035,SPEED,4,12-05-1850,239
5036,LORD SANDON,4,12-20-1850,248
5037,CONSTANTINE,4,12-31-1850,489
5041,DELTA,4,01-01-1851,333
5042,IVANHOE,4,01-02-1851,377
5045,AMERICAN CONGRESS,61,01-03-1851,57
5046,JOSEPH WALKER,4,01-06-1851,343
5047,STAR OF THE WEST,4,01-06-1851,331
5048,SOUTHAMPTON,61,01-08-1851,24
5049,VANGUARD,4,01-06-1851,345
5050,MANHATTAN,4,01-06-1851,591
5052,ELIZABETH,52,01-07-1851,28
5053,HOME,4,01-02-1851,250
5054,FIDELIA,4,01-08-1851,361
5055,ELIZABETH BENTLEY,4,01-08-1851,346
5057,ERIE,4,01-11-1851,209
5058,LADY HOBART,4,01-09-1851,310
5059,CONRAD,173,01-11-1851,136
5060,IOWA,6,01-10-1851,39
5061,LADY SALE,4,01-11-1851,282
5062,YORKTOWN,4,01-14-1851,49
5063,VERMONT,59,01-14-1851,216
5064,SARAH,106,01-15-1851,233
5065,CATHERINE,4,01-15-1851,197
5066,ANN KENNY,50,01-17-1851,193
5067,CONSTITUTION,292,01-18-1851,104
5068,A.Z.,4,01-20-1851,253
5069,ENVOY,4,01-22-1851,254
5070,COLONIST,4,01-23-1851,259
5071,MARY MORRIS,6,01-23-1851,24
5072,ARABIAN,4,01-22-1851,222
5073,WILLIAM RATHBONE,4,01-27-1851,425
5074,ENTERPRISE,3,01-27-1851,308
5075,EXCELSIOR,4,01-28-1851,401
5076,SERVANT,4,02-04-1851,210
5077,CONSTITUTION,4,01-28-1851,576
5082,INDEPENDENCE,61,02-11-1851,46
5083,LACONIC,4,02-04-1851,209
5084,JACOB A. WESTERVELT,4,02-12-1851,413
5085,JOHANNES,4,02-13-1851,206
5086,AFRICA,4,02-17-1851,52
5087,CENTURION,4,02-17-1851,307
5088,NEW YORK,4,01-24-1851,382
5089,ADAM CARR,6,02-17-1851,63
5090,ISAAC WEBB,4,02-17-1851,619
5091,COLUMBUS,4,02-17-1851,412
5093,SILAS GREENMAN,4,02-18-1851,314
5094,LADY FRANKLIN,4,02-20-1851,435
5095,NEW WORLD,4,02-20-1851,477
5096,CONSTELLATION,4,02-21-1851,567
5098,VICTORIA,61,03-01-1851,41
5099,MARMIOM,4,02-22-1851,278
5100,WESTERN WORLD,4,02-22-1851,296
5101,GUY MANNERING,4,03-03-1851,681
5102,ANTARTIC,4,02-24-1851,536
5103,URGENT,18,02-25-1851,198
5104,CORNELIUS GRINNELL,61,02-27-1851,16
5105,WILLIAM WIRT,4,02-28-1851,211
5106,ASBURTON,4,03-01-1851,312
5107,SHANNON,4,03-03-1851,355
5108,PRINCETON,4,03-03-1851,404
5109,HUDSON,61,03-03-1851,5
5110,GARRICK,4,03-03-1851,326
5111,MARTHAS VINEYARD,6,03-05-1851,31
5112,ISAAC WRIGHT,4,03-03-1851,469
5113,JAMES H. SHEPHERD,4,03-06-1851,269
5114,AMERICA,4,03-03-1851,469
5115,TRIUMPH,47,03-04-1851,1
5116,WATERLOO,4,03-04-1851,302
5117,LIVERPOOL,4,03-05-1851,395
5118,NEW HAMPSHIRE,4,03-13-1851,6
5119,MONTEZUMA,4,03-17-1851,375
5120,PRESIDENT,4,03-07-1851,477
5121,QUEEN OF THE WEST,4,03-14-1851,414
5122,JOSEPHINE,4,03-17-1851,194
5123,GENOA,6,03-24-1851,104
5124,HENRY CLAY,4,03-21-1851,546
5125,OCEAN QUEEN,61,03-14-1851,186
5126,HYNDEFORD,6,03-22-1851,89
5127,GEORGE GREEN,4,03-15-1851,353
5128,HARMONIA,4,03-14-1851,6
5129,E.Z.,4,03-17-1851,274
5130,ST. GEORGE,4,03-22-1851,311
5131,EMPIRE STATE,4,03-17-1851,609
5132,COLUMBIA,4,03-20-1851,338
5133,UNIVERSE,4,03-22-1851,506
5134,OHIO,6,03-22-1851,29
5135,MARGARET,4,03-24-1851,109
5136,FOREST KING,4,03-27-1851,538
5137,CASTILLIAN,4,03-27-1851,284
5138,WARREN,6,03-27-1851,18
5139,SHIRLEY,4,03-28-1851,281
5140,AMERICAN EAGLE,61,03-28-1851,145
5141,WEST POINT,4,03-29-1851,351
5143,WASHINGTON,4,03-31-1851,928
5144,LEVANTHAN,46,03-29-1851,94
5145,SANDUSKY,4,03-31-1851,222
5146,SIR WM. MOLESWORTH,6,04-01-1851,146
5147,EPIMANONDAS,4,04-02-1851,358
5148,INFANTA,4,04-03-1851,250
5149,STATE RIGHTS,4,04-03-1851,321
5150,LIBERTY,6,04-05-1851,126
5151,FRANCHISE,4,04-07-1851,287
5152,PRINCE ALBERT,61,04-07-1851,165
5153,MISSISSIPPI,46,04-14-1851,271
5154,DEVONSHIRE,61,04-07-1851,385
5155,UNDERWRITER,4,04-07-1851,603
5156,VESTA,59,04-09-1851,152
5158,AFRICA,4,04-10-1851,75
5159,LYNA,35,04-11-1851,150
5160,EDWARD OBRIEN,4,04-14-1851,287
5161,FIDES,4,04-14-1851,296
5162,CHARLES CROCKER,4,04-18-1851,327
5163,VANGUARD,4,04-14-1851,253
5164,FIDELIA,4,04-15-1851,322
5165,HEMISPHERE,4,04-15-1851,412
5166,BOADICIA,4,04-15-1851,354
5167,FANNY,3,04-16-1851,160
5168,HURON,134,04-19-1851,201
5169,LORENA,59,04-17-1851,320
5170,MARION,46,04-25-1851,161
5171,CORNELIA,4,04-17-1851,284
5172,LOCHLIBO,4,04-17-1851,322
5173,NEW ENGLAND,4,04-19-1851,389
5174,LOCHMABEN CASTLE,4,04-19-1851,347
5175,TICONDEROGA,4,04-19-1851,310
5176,E. AND E. PERKINS,61,04-20-1851,26
5177,CONQUEROR,4,04-21-1851,355
5178,E. DENNISON,134,04-21-1851,183
5179,PRINCESS,292,04-21-1851,68
5180,LYDIA,4,04-21-1851,228
5182,PERTHSHIRE,4,04-22-1851,300
5184,PRINCETON,46,04-23-1851,122
5185,GEO. WASHINGTON,4,04-24-1851,250
5186,BROOKSBY,6,04-24-1851,101
5187,ANN HARLEY,6,04-24-1851,142
5188,LADY MILTON,59,04-25-1851,251
5189,ERIN GO BRAGH,4,04-25-1851,273
5190,NORTH ATLANTIC,4,04-28-1851,286
5191,JAMES NESMITH,4,04-26-1851,355
5192,TAN OSHANTER,4,04-28-1851,289
5193,SOUTHAMPTON,61,04-28-1851,30
5195,CARNATIC,4,04-29-1851,244
5196,SOUVENIR,4,04-29-1851,92
5197,ODESSA,134,04-29-1851,154
5198,ADRIATIC,4,04-30-1851,329
5199,MARATHON,4,04-30-1851,514
5200,WILLIAMS,292,04-30-1851,119
5201,JOSEPH WALKER,4,04-30-1851,498
5203,NEW YORK,4,04-30-1851,251
5205,ELLA,4,04-30-1851,253
5206,ANNANDALE,18,04-30-1851,267
5207,HUDSON,6,04-30-1851,109
5209,DROMAHAIR,106,05-01-1851,143
5210,ANDREW FOSTER,4,05-01-1851,525
5211,ORONOCO,50,05-01-1851,203
5212,NEW YORK PACKET,6,05-01-1851,222
5213,ELIZA,59,05-03-1851,194
5214,PRINCESS,59,05-03-1851,119
5215,ARGO,4,05-01-1851,380
5216,YORKSHIRE,4,05-02-1851,408
5217,ASHLAND,4,05-02-1851,246
5218,ORIENTAL,4,05-02-1851,241
5220,KOSSUTH,4,05-05-1851,580
5221,CONSTITUTION,4,05-02-1851,655
5222,JOSEPH BADGER,4,05-03-1851,248
5223,STAR OF THE WEST,4,05-03-1851,407
5226,HENDERSON,35,05-05-1851,77
5227,ALERT,50,05-05-1851,185
5228,RAJAH,194,05-08-1851,72
5229,HOPEWELL,134,05-09-1851,134
5230,MIRAMICHI,18,05-05-1851,220
5231,ROSCIUS,4,05-12-1851,404
5232,FAIRFIELD,4,05-06-1851,274
5233,NAPOLEON,4,05-07-1851,168
5234,BRITISH QUEEN,3,05-06-1851,94
5235,INDUSTRY,59,05-05-1851,210
5236,TORONTO,158,05-07-1851,154
5237,HANNAH KERR,3,05-14-1851,230
5238,MALABAR,59,05-06-1851,263
5240,DOCTOR KNEISS,35,05-05-1851,121
5241,LINDEN,106,05-05-1851,136
5242,MARTHA J. WARD,4,05-06-1851,303
5243,SOLWAY,46,05-14-1851,201
5244,DANIEL,35,05-09-1851,229
5245,CORONET,59,05-09-1851,309
5246,DAVID CANNON,4,05-16-1851,620
5247,INDUSTRY,106,05-10-1851,123
5248,ALEXANDER,134,05-13-1851,119
5249,BEN LOMAND,4,05-13-1851,262
5251,JOHN HAWKES,134,05-14-1851,77
5252,HOPE,4,05-14-1851,222
5253,TRY,4,05-15-1851,389
5254,AUSTRALIA,4,05-15-1851,368
5255,REFUGE,4,05-16-1851,334
5257,ESSEX,4,05-16-1851,393
5258,TRIUMPH,134,05-16-1851,87
5260,LORD BROUGHAM VAUX,46,05-17-1851,115
5261,TYPHOON,4,05-19-1851,231
5263,HAIDEE,35,05-19-1851,4
5264,CELESTE,35,05-15-1851,144
5265,ROBERT AND GEORGE,134,05-19-1851,131
5266,COREOLANUS,4,05-19-1851,429
5267,COLUMBUS,6,05-09-1851,152
5268,ZION'S HOPE,4,05-19-1851,195
5269,ELLEN SIMPSON,112,05-21-1851,36
5271,LADY HOBART,59,05-27-1851,312
5272,NEW WORLD,4,05-21-1851,509
5273,FOREST GREEN,4,05-22-1851,198
5274,LADY CAMPBELL,50,05-21-1851,114
5276,ACHILLES,18,05-21-1851,263
5277,LOCHWOOD,46,05-28-1851,297
5278,ISAAC WEBB,4,05-21-1851,737
5279,CLORINDA,46,05-22-1851,100
5280,MARY CARSON,4,05-23-1851,274
5281,CHARLES HILL,4,05-24-1851,121
5282,PYRAMID,4,05-23-1851,200
5283,THEMIS,4,05-23-1851,361
5284,ABBEY,134,05-26-1851,82
5285,JANE,4,05-26-1851,355
5286,DON,46,05-31-1851,172
5287,OREGON,4,05-27-1851,342
5288,FALCON,61,05-26-1851,43
5289,MALVINA,35,05-30-1851,140
5290,ABERDEEN,4,05-28-1851,275
5291,CONSTELLATION,4,05-30-1851,695
5292,BROTHERS,4,05-26-1851,136
5294,JANE FAGAN,59,05-27-1851,227
5295,CORNELIUS GRINNEL,61,05-31-1851,174
5296,SEA KING,4,05-28-1851,292
5297,ELLEN FORRESTAL,4,05-29-1851,84
5298,NEW BRUNSWICK,4,05-31-1851,369
5299,JOHN AND LUCY,4,05-30-1851,439
5300,GARLAND,134,05-27-1851,99
5301,EMMA FIELDS,4,05-30-1851,447
5302,ISAAC WRIGHT,4,05-31-1851,353
5303,WASHINGTON,4,06-02-1851,380
5304,ITALY,4,05-30-1851,313
5305,HEBE,46,06-02-1851,233
5306,PRINCE ALBERT,134,06-02-1851,141
5307,ANN HENRY,50,06-02-1851,197
5308,MINNET,134,06-02-1851,146
5309,RIVERDALE,4,06-03-1851,302
5310,LONDON,4,06-02-1851,450
5311,ALBION,35,06-03-1851,163
5313,IMMANUEL KANT,46,06-02-1851,226
5314,MAUDE,134,06-03-1851,108
5315,EARL OF CHARLEMONT,4,06-02-1851,307
5316,MARTHA,35,06-03-1851,90
5319,JACOB A. WESTERVELT,4,06-03-1851,729
5320,LORD ASHLEY,4,06-05-1851,249
5321,ST. HILDA,4,06-18-1851,215
5322,ELIZA,53,06-03-1851,125
5324,BROTHERS,53,06-04-1851,168
5325,ORLEANS,4,06-03-1851,348
5326,ARGYLE,6,06-05-1851,60
5328,MARIA BRENNAN,134,06-05-1851,98
5329,LIMERICK LASS,134,06-05-1851,84
5330,BELLE,134,06-05-1851,99
5331,DEFENCE,4,06-06-1851,218
5333,LAVINIA,50,06-06-1851,91
5334,COMPROMISE,4,06-17-1851,343
5335,VICTORIA,59,06-06-1851,112
5336,JOHNS,4,06-07-1851,17
5337,PERU,106,06-07-1851,80
5338,GEORGE,4,06-06-1851,230
5339,REBECCA,4,06-09-1851,232
5342,TEMPEST,4,06-09-1851,227
5343,SARDINIA,4,06-09-1851,209
5344,OLIVER,4,06-11-1851,280
5345,NELSON VILLAGE,53,06-09-1851,85
5346,STAMBONE,158,06-10-1851,158
5347,ELIZA,50,06-09-1851,84
5348,GARRICK,4,06-14-1851,285
5349,HERCULES,18,06-11-1851,268
5350,MERIDIAN,4,06-17-1851,509
5352,RAPPAHANNOCK,4,06-17-1851,460
5353,BELVEDERE,296,05-24-1851,108
5354,INDEPENDENCE,4,06-17-1851,253
5355,IHN AND JOHN,35,06-11-1851,171
5358,WESTERN WORLD,4,06-21-1851,310
5359,BRITISH QUEEN,59,06-18-1851,244
5360,JUNIOR,6,06-20-1851,21
5361,THETIS,134,06-20-1851,126
5363,ARIADNE,46,06-14-1851,103
5364,ANIDAS,4,06-16-1851,207
5365,ELIZABETH,134,06-15-1851,75
5366,MONTEZUMA,4,06-16-1851,387
5368,ASTORIA,4,06-21-1851,176
5369,ELISA JANE,50,06-21-1851,61
5371,PRINCESS,59,06-21-1851,217
5374,ASHBURTON,4,06-23-1851,218
5375,AGITATOR,59,06-21-1851,152
5376,WATERLOO,4,07-02-1851,226
5377,FLORIDA,4,06-21-1851,468
5378,CAROLINE,35,07-09-1851,104
5379,SHEELA,3,06-30-1851,124
5380,BLANCHARD,4,07-03-1851,245
5381,HERALD,173,07-05-1851,329
5382,MERSEY,4,06-24-1851,301
5383,LIVERPOOL,4,06-26-1851,323
5385,IOWA,4,06-25-1851,332
5388,HENRY,61,07-05-1851,148
5389,WM RATHBONE,4,07-22-1851,415
5392,ENTERPRISE,4,07-12-1851,266
5393,FORTUNA,59,06-24-1851,153
5394,RICHARD ALSOP,4,06-24-1851,298
5395,ESMERALDA,4,07-22-1851,115
5396,DISPATCH,187,06-26-1851,49
5397,MARTHAS VINEYARD,6,07-07-1851,86
5399,VELOCITY,50,06-21-1851,73
5401,CAROLINE NESMITH,4,07-08-1851,197
5402,UNDERWRITER,4,07-05-1851,336
5404,LEVANT,6,07-15-1851,43
5409,PATRICK HENRY,59,07-29-1851,183
5410,SOPHIA,50,07-15-1851,80
5412,FANEUIL HALL,4,07-14-1851,191
5414,NEW HAMPSHIRE,4,07-09-1851,189
5416,EMPIRE STATE,4,07-08-1851,570
5419,E.Z.,4,07-16-1851,260
5421,HURON,6,07-12-1851,90
5422,MILITIADES,18,08-01-1851,176
5424,FAVORITE,46,07-10-1851,236
5425,ROBT. KELLY,4,07-01-1851,367
5429,THOMAS CHURCH,4,07-29-1851,260
5431,MIDAS,4,07-11-1851,332
5436,FANNY,35,07-05-1851,76
5437,BRILLIANT,35,07-05-1851,79
5439,E. BUCKLEY,4,07-18-1851,253
5440,ELLEN,50,07-28-1851,96
5441,JNO. SPEAR,4,07-16-1851,234
5442,FORTH,134,07-15-1851,77
5443,JOHN,134,08-01-1851,68
5445,HARRIET,134,08-05-1851,81
5450,CONTINENT,4,07-15-1851,190
5453,MELLESSA,4,07-11-1851,205
5454,KINGSTON,59,07-17-1851,118
5455,HENRY CLAY,4,07-19-1851,451
5462,SIDDONS,4,08-21-1851,303
5464,WEST POINT,4,07-21-1851,378
5465,WILLIAM SPRAGUE,4,08-04-1851,177
5467,VICTORIA,134,08-23-1851,91
5468,DEWITT CLINTON,4,08-04-1851,284
5469,CORA LYNN,6,08-21-1851,46
5470,GOV HINCKLEY,6,08-08-1851,72
5472,MILLA,18,07-10-1851,176
5473,NIAGARA,46,08-29-1851,339
5474,JAMES WRIGHT,4,07-23-1851,276
5476,ALBERT GALLATIN,4,08-21-1851,355
5478,COLUMBIA,4,07-08-1851,406
5479,CRESCENT,4,08-05-1851,300
5481,JOHN G. COSTER,4,07-28-1851,60
5482,H.H. BOODY,4,08-22-1851,254
5483,SIR COLON CAMPBELL,18,08-01-1851,284
5484,LOODIANAH,4,06-19-1851,300
5485,REVENUE,4,08-25-1851,199
5486,CATHERINE,4,08-27-1851,187
5488,PROBUS,4,07-28-1851,47
5489,TRYINGHAM,4,07-24-1851,248
5490,SIRIUS,46,08-08-1851,178
5491,SILAS GREENMAN,4,08-08-1851,210
5493,LYDIA,134,08-21-1851,234
5494,MONAPIA,232,08-06-1851,74
5495,UNDINE,134,08-09-1851,101
5496,MARATHON,4,08-01-1851,236
5497,MARY ANNAH,18,07-30-1851,201
5498,JOSEPH WALKER,4,08-27-1851,212
5500,CALEDONIA,4,07-31-1851,278
5501,ALICE WILSON,59,08-04-1851,336
5502,FANNY,3,08-05-1851,164
5504,AMERICAN LASS,6,08-12-1851,48
5506,COLOMBO,4,08-01-1851,165
5507,NEW YORK,4,08-22-1851,290
5509,HERA,4,08-01-1851,359
5510,NORDLYSET,134,07-22-1851,158
5511,DEVONSHIRE,4,07-30-1851,213
5513,EUDOCIA,4,08-07-1851,443
5514,NANCY,292,07-31-1851,92
5515,WASHINGTON,4,08-05-1851,238
5516,JOHN CURRIER,4,09-04-1851,259
5517,JENNY LIND,4,08-11-1851,198
5531,FIDELIA,4,08-05-1851,274
5532,YORKSHIRE,4,08-25-1851,388
5533,COLUMBUS,4,08-21-1851,123
5534,HARRIET,134,08-05-1851,83
5536,CASTILLIAN,4,08-05-1851,147
5537,LINDEN,106,08-26-1851,137
5538,SOUVENIR,158,08-06-1851,100
5539,F.C. SCRANTON,4,08-27-1851,203
5540,ALABAMA,134,08-30-1851,74
5541,M. HOWES,35,09-02-1851,166
5542,MALVINA,292,08-29-1851,77
5543,SANDUSKY,4,08-05-1851,328
5544,ARCTIC,4,08-15-1851,8
5545,JAMES H. SHEPHERD,4,08-11-1851,229
5546,CONSTITUTION,134,08-23-1851,632
5550,KENNEBEC,4,08-05-1851,399
5551,AMELIA,59,09-02-1851,205
5552,CAMBYSES,35,08-09-1851,135
5557,HUDSON,173,08-28-1851,28
5558,HEMISPHERE,4,09-01-1851,179
5564,CHRISTIANA,4,08-18-1851,319
5566,J.Z.,4,09-16-1851,224
5567,ANN HARLEY,6,09-05-1851,29
5568,SCIOTA,4,09-05-1851,220
5569,HOME,5,09-05-1851,122
5570,HARRIET AUGUSTA,4,09-04-1851,256
5571,RENOVATION,134,09-19-1851,124
5572,TRUMBULL,4,09-18-1851,303
5575,YEOMAN,46,09-05-1851,355
5576,KALAMAZOO,4,09-05-1851,278
5577,CLARISSA CURRIER,4,08-28-1851,329
5578,AUSTRALIA,4,09-17-1851,175
5579,WISCONSIN,4,09-16-1851,289
5580,GEORGIANA,134,08-21-1851,252
5581,CONSTELLATION,4,09-05-1851,768
5582,LADY FRANKLIN,4,09-13-1851,433
5583,MEMPHIS,4,09-17-1851,27
5584,ANDREW FOSTER,4,08-19-1851,364
5585,STATIRA MORSE,6,09-13-1851,69
5586,JERSEY,4,09-16-1851,288
5587,NEW WORLD,4,09-16-1851,547
5588,IRVINE,35,09-18-1851,229
5589,CARNATIC,4,10-02-1851,167
5591,ASHBURTON,4,09-25-1851,299
5592,MAYFLOWER,4,09-26-1851,246
5593,MALABAR,59,09-19-1851,278
5594,FLORENCE,134,09-25-1851,96
5598,MOHONGO,3,09-17-1851,314
5599,CORRIB,35,09-24-1851,73
5600,VANDALIA,4,09-16-1851,197
5601,BROTHERS,232,09-25-1851,142
5602,ABERDEEN,4,09-24-1851,214
5603,ARGO,4,09-24-1851,351
5604,WATERLOO,4,09-29-1851,243
5605,LORENA,59,09-15-1851,327
5607,PHILADELPHIA,4,09-17-1851,402
5608,ROBERT PARKER,4,09-26-1851,168
5609,NOR,134,09-19-1851,152
5610,A.Z.,4,10-04-1851,253
5611,LUCONIA,4,09-26-1851,23
5615,JUNIATA,4,09-29-1851,245
5616,ANTARTIC,4,09-18-1851,507
5617,ISAAC WRIGHT,4,10-02-1851,415
5618,CONNECTICUT,4,09-05-1851,99
5619,MARY ANNE,18,10-03-1851,190
5620,IDAS,59,10-04-1851,160
5621,CELESTE,134,10-15-1851,139
5622,LIVERPOOL,4,10-15-1851,310
5623,LADY HOBART,4,10-03-1851,239
5624,HIBERNIA,4,10-07-1851,231
5625,CAROLINE,35,10-06-1851,94
5626,LEVIATHAN,4,09-05-1851,151
5627,ELLEN FORRESTAL,134,10-15-1851,87
5628,ELIZA AND ANN,35,10-20-1851,65
5629,GREAT WESTERN,4,09-13-1851,725
5630,MERIDIAN,4,10-20-1851,364
5631,MISSISSIPPI,61,10-04-1851,59
5632,SARAH,6,09-23-1851,96
5633,HUNGARIAN,4,10-13-1851,539
5634,OTTAWA,59,10-18-1851,224
5635,KOSSUTH,4,09-20-1851,448
5636,TICONDEROGA,4,10-11-1851,258
5637,TICONDEROGA,4,08-04-1851,415
5638,EMPIRE QUEEN,4,09-20-1851,303
5639,ODESSA,46,09-29-1851,142
5640,CORNELIA,4,10-17-1851,367
5641,EDWARD OBRIEN,4,10-03-1851,285
5642,GARRICK,4,10-20-1851,294
5643,HOPEWELL,134,10-21-1851,125
5644,LOCKWOOD,46,10-15-1851,278
5645,BUENA VISTA,4,09-26-1851,14
5646,ROBT. KELLY,4,10-25-1851,400
5647,JACOB A. WESTERVELT,4,10-06-1851,717
5649,FOREST QUEEN,4,10-28-1851,457
5650,LADY PEEL,134,10-15-1851,58
5651,COLONIST,4,10-30-1851,248
5652,THOMAS,134,10-23-1851,83
5653,GONDAR,4,10-29-1851,198
5654,ANN KINNY,50,10-30-1851,203
5655,GOODWIN,61,11-01-1851,150
5656,RICHARD ALSOP,4,11-03-1851,202
5658,PERUVIAN,134,10-20-1851,76
5659,CONTINENT,4,11-03-1851,403
5660,EMMA WATTS,6,10-31-1851,217
5661,HARRIET,4,10-03-1851,162
5662,AMERICAN UNION,4,09-27-1851,529
5663,INDUSTRY,106,11-03-1851,105
5664,WEST POINT,4,11-04-1851,262
5665,ENTERPRISE,4,11-06-1851,228
5666,AMERICA,4,11-07-1851,349
5667,COLONEL CUTTS,4,10-06-1851,339
5668,DROMAHAIR,106,10-15-1851,158
5669,TEMPEST,4,10-18-1851,210
5670,GOLIAH,4,10-14-1851,303
5671,DAVIC CANNON,4,11-08-1851,608
5672,WM. HITCHCOCK,4,10-21-1851,214
5673,GIPSEY QUEEN,59,09-24-1851,218
5674,WINFIELD SCOTT,4,11-08-1851,680
5675,JAVA,4,09-16-1851,246
5676,MONTEZUMA,4,10-18-1851,378
5677,HARMONIA,6,11-07-1851,124
5678,ISAAC WEBB,4,09-20-1851,757
5679,JAMES NESMITH,4,10-24-1851,515
5680,MARTHAS VINEYARD,6,10-27-1851,68
5681,CHARLES CROCKER,4,10-30-1851,359
5682,RAPPAHANNOCK,4,11-04-1851,499
5683,JUNIOR,173,11-15-1851,89
5687,JAMESS WRIGHT,4,11-19-1851,393
5689,MIAMI,158,11-10-1851,111
5690,ELIZA,50,11-10-1851,92
5691,HENRY CLAY,4,11-12-1851,530
5692,SARAH G. HYDE,4,11-12-1851,513
5693,E.Z.,6,11-17-1851,115
5694,WM. H. HARBECK,4,10-20-1851,239
5696,NEW HAMPSHIRE,259,11-21-1851,102
5697,EXCELSIOR,4,11-06-1851,514
5698,STATE RIGHTS,4,11-12-1851,341
5699,EMPIRE STATE,4,11-12-1851,612
5700,ANNE,158,11-12-1851,337
5701,RIVERDALE,18,11-12-1851,313
5702,MANHATTAN,4,11-14-1851,661
5703,JESSICA,194,11-13-1851,337
5704,CONSTANTINE,4,11-13-1851,503
5705,JOHN HANCOCK,4,11-13-1851,260
5706,WM. RATHBONE,4,11-14-1851,508
5707,TELAMON,4,11-13-1851,557
5708,BEEJAPORE,4,11-19-1851,640
5709,WAVE,59,11-13-1851,232
5710,VELOCITY,50,12-12-1851,71
5712,UNIVERSE,4,11-14-1851,590
5713,WM. PENN,4,11-15-1851,263
5714,JOHN AND LUCY,4,11-17-1851,227
5715,INFANTA,4,11-24-1851,196
5716,SAMUEL,59,11-25-1851,242
5717,STAR OF THE WEST,4,11-28-1851,400
5718,CORONET,59,11-20-1851,294
5719,WASHINGTON,4,11-25-1851,836
5720,PERSEVERANCE,59,12-27-1851,218
5721,RACER,4,11-28-1851,603
5722,SILAS GREENMAN,4,12-13-1851,318
5723,ALBERT GALLATIN,4,11-28-1851,550
5724,JAMES FAGAN,59,12-31-1851,230
5725,PANOLA,4,12-29-1851,354
5726,CONSTITUTION,4,12-26-1851,437
5727,NORTHUMBRIA,166,12-11-1851,254
5728,FLORIDA,4,11-28-1851,371
5729,LEVANT,59,12-09-1851,205
5730,ONWARD,194,12-11-1851,357
