Manifest Identification Number,Ship Name,Port of Departure (Embarkation),Date of Arrival
37802,HOLLAND,61,6/26/1884 0:00:00
37803,HAMMONIA,93,6/27/1884 0:00:00
37804,STATE OF INDIANA,82,6/27/1884 0:00:00
37805,ELBE,14,6/28/1884 0:00:00
37806,EGYPT,4,6/28/1884 0:00:00
37807,ANCHORIA,6,6/28/1884 0:00:00
37808,CITY OF CHICAGO,80,6/30/1884 0:00:00
37809,ZAANDAM,27,6/30/1884 0:00:00
37810,CIRCASSIA,91,7/2/1884 0:00:00
37811,RUGIA,23,7/3/1884 0:00:00
37812,DONAU,14,7/3/1884 0:00:00
37813,STATE OF GEORGIA,82,7/3/1884 0:00:00
37814,CATALONIA,80,7/3/1884 0:00:00
37815,ASSYRIAN MONARCH,61,7/5/1884 0:00:00
37816,WERRA,14,7/5/1884 0:00:00
37817,CITY OF CHESTER,80,7/5/1884 0:00:00
37818,GELLERT,23,7/7/1884 0:00:00
37819,LESSING,93,7/7/1884 0:00:00
37820,AUSTRALIA,23,7/7/1884 0:00:00
37821,ETHIOPIA,91,7/9/1884 0:00:00
37822,CITY OF RICHMOND,80,7/12/1884 0:00:00
37823,INDIA,23,7/15/1884 0:00:00
37824,FURNESSIA,91,7/15/1884 0:00:00
37825,BOHEMIA,23,7/17/1884 0:00:00
37826,SALIER,14,7/18/1884 0:00:00
37827,EIDER,94,7/19/1884 0:00:00
37828,STATE OF ALABAMA,82,7/19/1884 0:00:00
37829,WIELAND,23,7/21/1884 0:00:00
37830,WESTPHALIA,93,7/22/1884 0:00:00
37831,BOLIVIA,91,7/22/1884 0:00:00
37832,STATE OF NEBRASKA,82,7/23/1884 0:00:00
37833,ELBE,14,7/26/1884 0:00:00
37834,GRECIAN MONARCH,61,7/26/1884 0:00:00
37835,POLARIA,23,7/28/1884 0:00:00
37836,RHAETIA,93,7/28/1884 0:00:00
37837,ST. OF PENNSYLVANIA,82,7/31/1884 0:00:00
37838,SUEVIA,23,8/1/1884 0:00:00
37839,FULDA,14,8/2/1884 0:00:00
37840,RUGIA,23,8/5/1884 0:00:00
37841,POLYNESIA,23,8/6/1884 0:00:00
37842,STATE OF INDIANA,82,8/7/1884 0:00:00
37843,RHYNLAND,22,8/8/1884 0:00:00
37844,HAMMONIA,93,8/11/1884 0:00:00
37845,CALIFORNIA,23,8/13/1884 0:00:00
37846,STATE OF GEORGIA,6,8/13/1884 0:00:00
37847,EIDER,94,8/16/1884 0:00:00
37848,AUSTRAL,80,8/18/1884 0:00:00
37849,ASSYRIAN MONARCH,61,8/18/1884 0:00:00
37850,DONAU,14,8/21/1884 0:00:00
37851,WERRA,14,8/23/1884 0:00:00
37852,FURNESSIA,91,8/26/1884 0:00:00
37853,WAESLAND,22,8/28/1884 0:00:00
37854,STATE OF ALABAMA,82,8/30/1884 0:00:00
37855,ELBE,14,8/30/1884 0:00:00
37856,WESTPHALIA,93,8/30/1884 0:00:00
37857,CITY OF MONTREAL,80,8/30/1884 0:00:00
37858,AUSTRALIA,23,9/1/1884 0:00:00
37859,BOLIVIA,91,9/3/1884 0:00:00
37860,GALLIA,80,9/2/1884 0:00:00
37861,WESTERNLAND,22,9/3/1884 0:00:00
37862,WISCONSIN,80,9/3/1884 0:00:00
37863,HUNGARIA,23,9/4/1884 0:00:00
37864,ODER,14,9/4/1884 0:00:00
37865,STATE OF NEBRASKA,82,9/4/1884 0:00:00
37866,SCHIEDAM,27,9/6/1884 0:00:00
37867,FULDA,14,9/6/1884 0:00:00
37868,GRECIAN MONARCH,61,9/6/1884 0:00:00
37869,KATIE,726,9/8/1884 0:00:00
37870,WIELAND,23,9/8/1884 0:00:00
37871,CITY OF CHICAGO,80,9/8/1884 0:00:00
37872,EMS,14,9/9/1884 0:00:00
37873,RHAETIA,23,9/9/1884 0:00:00
37874,DEVONIA,6,9/10/1884 0:00:00
37875,ST. OF PENNSYLVANIA,82,9/11/1884 0:00:00
37876,LABRADOR,16,9/11/1884 0:00:00
37877,PENNLAND,22,9/12/1884 0:00:00
37878,CITY OF CHESTER,80,9/12/1884 0:00:00
37879,EIDER,94,9/13/1884 0:00:00
37880,SUEVIA,93,9/15/1884 0:00:00
37881,INDIA,23,9/15/1884 0:00:00
37882,AUSTRAL,80,9/15/1884 0:00:00
37883,ANCHORIA,6,9/17/1884 0:00:00
37884,CANADA,16,9/18/1884 0:00:00
37885,FRISIA,23,9/18/1884 0:00:00
37886,RHEIN,14,9/18/1884 0:00:00
37887,RHYNLAND,22,9/19/1884 0:00:00
37888,STATE OF INDIANA,82,9/19/1884 0:00:00
37889,HAMMONIA,93,9/20/1884 0:00:00
37890,WERRA,14,9/20/1884 0:00:00
37891,EGYPTIAN MONARCH,61,9/20/1884 0:00:00
37892,THE QUEEN,252,9/20/1884 0:00:00
37893,RUGIA,23,9/22/1884 0:00:00
37894,SERVIA,4,9/22/1884 0:00:00
37895,ALASKA,80,9/22/1884 0:00:00
37896,CIRCASSIA,91,9/24/1884 0:00:00
37897,SAINT GERMAIN,16,9/24/1884 0:00:00
37898,P. CALAND,15,9/25/1884 0:00:00
37899,DONAU,14,9/25/1884 0:00:00
37900,POLARIA,23,9/25/1884 0:00:00
37901,STATE OF GEORGIA,82,9/25/1884 0:00:00
37902,ELBE,14,9/27/1884 0:00:00
37903,CITY OF ROME,80,9/29/1884 0:00:00
37904,OREGON,80,9/29/1884 0:00:00
37905,CITY OF BERLIN,80,9/29/1884 0:00:00
37906,MORAVIA,23,9/30/1884 0:00:00
37907,ETHIOPIA,91,10/2/1884 0:00:00
37908,LESSING,23,10/2/1884 0:00:00
37909,BELGENLAND,22,10/4/1884 0:00:00
37910,STATE OF NEVADA,6,10/4/1884 0:00:00
37911,FULDA,14,10/4/1884 0:00:00
37912,MARTHA,726,10/6/1884 0:00:00
37913,GELLERT,93,10/6/1884 0:00:00
37914,GENERAL WERDER,14,10/6/1884 0:00:00
37915,GALLIA,80,10/8/1884 0:00:00
37916,FURNESSIA,6,10/8/1884 0:00:00
37917,LEERDAM,15,10/8/1884 0:00:00
37918,POLYNESIA,23,10/9/1884 0:00:00
37919,ODER,14,10/10/1884 0:00:00
37920,WAESLAND,22,10/10/1884 0:00:00
37921,WESTPHALIA,93,10/11/1884 0:00:00
37922,SILESIA,23,10/11/1884 0:00:00
37923,EMS,14,10/11/1884 0:00:00
37924,LYDIAN MONARCH,61,10/11/1884 0:00:00
37925,EIDER,94,10/13/1884 0:00:00
37926,ARIZONA,80,10/13/1884 0:00:00
37927,AUSTRAL,80,10/13/1884 0:00:00
37928,AURANIA,4,10/13/1884 0:00:00
37929,STATE OF ALABAMA,82,10/13/1884 0:00:00
37930,CITY OF CHICAGO,80,10/13/1884 0:00:00
37931,STATE OF NEBRASKA,82,10/15/1884 0:00:00
37932,BOHEMIA,23,10/15/1884 0:00:00
37933,WERRA,14,10/18/1884 0:00:00
37934,NEDERLAND,22,10/18/1884 0:00:00
37935,ITALY,61,10/18/1884 0:00:00
37936,WIELAND,23,10/20/1884 0:00:00
37937,EGYPT,4,10/18/1884 0:00:00
37938,CITY OF CHESTER,80,10/20/1884 0:00:00
37939,CALIFORNIA,23,10/21/1884 0:00:00
37940,RHAETIA,23,10/22/1884 0:00:00
37941,DEVONIA,91,10/22/1884 0:00:00
37942,BOTHNIA,80,10/22/1884 0:00:00
37943,CANADA,16,10/23/1884 0:00:00
37944,ARCHIMEDES,285,10/24/1884 0:00:00
37945,ST. OF PENNSYLVANIA,82,10/25/1884 0:00:00
37946,CITY OF RICHMOND,80,10/25/1884 0:00:00
37947,ELBE,14,10/25/1884 0:00:00
37948,SUEVIA,93,10/27/1884 0:00:00
37949,HABSBURG,14,10/27/1884 0:00:00
37950,FRISIA,23,10/28/1884 0:00:00
37951,GRECIAN MONARCH,61,10/30/1884 0:00:00
37952,PENNLAND,22,10/31/1884 0:00:00
37953,RHEIN & MAASDAM,14,10/31/1884 0:00:00
37954,STATE OF INDIANA,82,10/31/1884 0:00:00
37955,FULDA,14,11/1/1884 0:00:00
37956,HAMMONIA,93,11/1/1884 0:00:00
37957,OREGON,80,11/3/1884 0:00:00
37958,RUGIA,23,11/5/1884 0:00:00
37959,CIRCASSIA,91,11/8/1884 0:00:00
37960,RHYNLAND,22,11/8/1884 0:00:00
37961,AUSTRALIA,23,11/8/1884 0:00:00
37962,DONAU,14,11/10/1884 0:00:00
37963,LESSING,93,11/10/1884 0:00:00
37964,EMS,14,11/10/1884 0:00:00
37965,STATE OF GEORGIA,82,11/10/1884 0:00:00
37966,ETHIOPIA,91,11/13/1884 0:00:00
37967,THE QUEEN,61,11/13/1884 0:00:00
37968,MORAVIA,23,11/14/1884 0:00:00
37969,NOORDLAND,22,11/14/1884 0:00:00
37970,STATE OF NEVADA,6,11/14/1884 0:00:00
37971,EIDER,94,11/15/1884 0:00:00
37972,P. CALAND,15,11/17/1884 0:00:00
37973,CITY OF CHICAGO,80,11/17/1884 0:00:00
37974,GENERAL WERDER,14,11/17/1884 0:00:00
37975,FURNESSIA,6,11/20/1884 0:00:00
37976,POLARIA,23,11/21/1884 0:00:00
37977,SILESIA,23,11/21/1884 0:00:00
37978,BELGENLAND,22,11/21/1884 0:00:00
37979,WERRA,14,11/22/1884 0:00:00
37980,STATE OF NEBRASKA,82,11/22/1884 0:00:00
37981,ODER,94,11/22/1884 0:00:00
37982,WESTPHALIA,93,11/22/1884 0:00:00
37983,WAESLAND,22,11/28/1884 0:00:00
37984,INDIA,23,11/28/1884 0:00:00
37985,WIELAND,23,11/28/1884 0:00:00
37986,EGYPT,4,11/29/1884 0:00:00
37987,ST. OF PENNSYLVANIA,82,11/29/1884 0:00:00
37988,ALSATIA,91,11/29/1884 0:00:00
37989,MAIN,14,11/29/1884 0:00:00
37990,WESTERNLAND,22,12/3/1884 0:00:00
37991,DEVONIA,91,12/3/1884 0:00:00
37992,BOHEMIA,23,12/3/1884 0:00:00
37993,STATE OF ALABAMA,82,12/5/1884 0:00:00
37994,FULDA,14,12/6/1884 0:00:00
37995,POLYNESIA,23,12/6/1884 0:00:00
37996,HABSBURG,14,12/8/1884 0:00:00
37997,OREGON,80,12/8/1884 0:00:00
37998,SUEVIA,23,12/9/1884 0:00:00
37999,RHAETIA,23,12/13/1884 0:00:00
38000,PENNLAND,22,12/15/1884 0:00:00
38001,EMS,14,12/15/1884 0:00:00
38002,STATE OF INDIANA,82,12/15/1884 0:00:00
38003,RUGIA,23,12/18/1884 0:00:00
38004,CIRCASSIA,91,12/19/1884 0:00:00
38005,CALIFORNIA,23,12/22/1884 0:00:00
38006,STATE OF GEORGIA,6,12/22/1884 0:00:00
38007,EIDER,14,12/22/1884 0:00:00
38008,GELLERT,93,12/23/1884 0:00:00
38009,LAKE NEPIGON,4,12/23/1884 0:00:00
38010,NOORDLAND,22,12/27/1884 0:00:00
38011,STATE OF NEVADA,82,12/29/1884 0:00:00
38012,ETHIOPIA,6,12/29/1884 0:00:00
38013,MORAVIA,23,12/29/1884 0:00:00
38014,RHEIN,94,12/30/1884 0:00:00
38015,ODER,94,12/30/1884 0:00:00
38016,CITY OF RICHMOND,80,12/30/1884 0:00:00
38017,WESTPHALIA,23,12/30/1884 0:00:00
38018,FURNESSIA,6,12/31/1884 0:00:00
38019,BOTHNIA,80,12/31/1884 0:00:00
38020,CITY OF CHESTER,80,1/2/1885 0:00:00
38021,SALIER,14,1/5/1885 0:00:00
38022,WIELAND,23,1/5/1885 0:00:00
38023,MINHO,42,1/9/1885 0:00:00
38024,ALSATIA,6,1/9/1885 0:00:00
38025,AUSTRALIA,23,1/10/1885 0:00:00
38026,MAIN,14,1/12/1885 0:00:00
38027,WYOMING,4,1/15/1885 0:00:00
38028,DEVONIA,143,1/16/1885 0:00:00
38029,WESTMORELAND,22,1/16/1885 0:00:00
38030,NECKAR,14,1/19/1885 0:00:00
38031,ARIZONA,80,1/20/1885 0:00:00
38032,PAVONIA,80,1/22/1885 0:00:00
38033,STATE OF ALABAMA,82,1/22/1885 0:00:00
38034,GENERAL WERDER,94,1/23/1885 0:00:00
38035,SPAIN,4,1/26/1885 0:00:00
38036,PENNLAND,22,1/26/1885 0:00:00
38037,CIRCASSIA,91,1/29/1885 0:00:00
38038,SCYTHIA,80,1/30/1885 0:00:00
38039,HABSBURG,14,1/29/1885 0:00:00
38040,BOHEMIA,23,1/16/1885 0:00:00
38041,STATE OF INDIANA,82,1/24/1885 0:00:00
38042,WERRA,14,1/26/1885 0:00:00
38043,POLARIA,23,1/27/1885 0:00:00
38044,CITY OF RICHMOND,80,8/15/1884 0:00:00
38045,RHEIN,590,2/2/1885 0:00:00
38046,STATE OF GEORGIA,82,2/2/1885 0:00:00
38047,CITY OF RICHMOND,80,2/3/1885 0:00:00
38048,ELBE,14,2/3/1885 0:00:00
38049,SERVIA,4,2/5/1885 0:00:00
38050,CITY OF CHESTER,80,2/7/1885 0:00:00
38051,STATE OF NEVADA,82,2/7/1885 0:00:00
38052,ETHIOPIA,6,2/7/1885 0:00:00
38053,FULDA,14,2/9/1885 0:00:00
38054,ALASKA,80,2/9/1885 0:00:00
38055,ODER,94,2/9/1885 0:00:00
38056,NOORDLAND,22,2/9/1885 0:00:00
38057,GALLIA,80,2/12/1885 0:00:00
38058,LAKE HURON,4,2/12/1885 0:00:00
38059,FURNESSIA,6,2/13/1885 0:00:00
38060,RHAETIA,23,2/14/1885 0:00:00
38061,EMS,14,2/14/1885 0:00:00
38062,CITY OF BERLIN,80,2/14/1885 0:00:00
38063,BELGENLAND,22,2/14/1885 0:00:00
38064,ST. OF PENNSYLVANIA,82,2/14/1885 0:00:00
38065,CITY OF CHICAGO,80,2/15/1885 0:00:00
38066,SALIER,14,2/16/1885 0:00:00
38067,POLYNESIA,23,2/17/1885 0:00:00
38068,WYOMING,4,2/18/1885 0:00:00
38069,STATE OF NEBRASKA,82,2/19/1885 0:00:00
38070,WAESLAND,22,2/20/1885 0:00:00
38071,ALSATIA,6,2/20/1885 0:00:00
38072,MAIN,14,2/21/1885 0:00:00
38073,GELLERT,93,2/23/1885 0:00:00
38074,AURANIA,4,2/24/1885 0:00:00
38075,EDAM,27,2/24/1885 0:00:00
38076,DEVONIA,91,2/26/1885 0:00:00
38077,VALENCIA,196,2/24/1885 0:00:00
38078,CITY OF CHICAGO,80,3/2/1885 0:00:00
38079,WERRA,14,3/2/1885 0:00:00
38080,NECKAR,575,3/2/1885 0:00:00
38081,LEERDAM,15,3/3/1885 0:00:00
38082,SCYTHIA,80,3/5/1885 0:00:00
38084,BOHEMIA,23,3/7/1885 0:00:00
38085,DONAU,14,3/7/1885 0:00:00
38086,SPAIN,4,3/7/1885 0:00:00
38087,PENNLAND,22,3/7/1885 0:00:00
38088,CITY OF RICHMOND,80,3/9/1885 0:00:00
38089,WIELAND,23,3/9/1885 0:00:00
38090,OREGON,80,3/9/1885 0:00:00
38091,STATE OF INDIANA,82,3/9/1885 0:00:00
38092,ELBE,14,3/9/1885 0:00:00
38093,SUEVIA,93,3/10/1885 0:00:00
38094,STATE OF GEORGIA,82,3/12/1885 0:00:00
38095,AUSTRALIA,23,3/12/1885 0:00:00
38096,CITY OF BERLIN,80,3/14/1885 0:00:00
38097,FULDA,14,3/14/1885 0:00:00
38098,RHEIN,94,3/14/1885 0:00:00
38099,STATE OF NEVADA,82,3/19/1885 0:00:00
38100,NOORDLAND,22,3/19/1885 0:00:00
38101,LESSING,93,3/21/1885 0:00:00
38102,EMS,14,3/21/1885 0:00:00
38103,ODER,14,3/23/1885 0:00:00
38104,POLARIA,23,3/25/1885 0:00:00
38105,FRISIA,23,3/25/1885 0:00:00
38106,ETHIOPIA,693,3/27/1885 0:00:00
38107,BELGENLAND,22,3/27/1885 0:00:00
38108,EIDER,94,3/28/1885 0:00:00
38109,MAIN,14,3/28/1885 0:00:00
38110,ST. OF PENNSYLVANIA,82,3/28/1885 0:00:00
38111,AURANIA,4,3/30/1885 0:00:00
38112,HAMMONIA,93,3/30/1885 0:00:00
38113,ARIZONA,80,3/31/1885 0:00:00
38114,WESTPHALIA,23,2/25/1885 0:00:00
38116,WERRA,14,4/1/1885 0:00:00
38117,STATE OF NEBRASKA,82,4/2/1885 0:00:00
38118,MORAVIA,23,4/2/1885 0:00:00
38119,WAESLAND,22,4/2/1885 0:00:00
38120,CITY OF RICHMOND,80,4/3/1885 0:00:00
38121,ENGLAND,80,4/4/1885 0:00:00
38122,BREMEN,14,4/6/1885 0:00:00
38123,UMBRIA,80,4/7/1885 0:00:00
38124,WESTERNLAND,22,4/9/1885 0:00:00
38125,NECKAR,14,4/11/1885 0:00:00
38126,FULDA,14,4/13/1885 0:00:00
38127,POLYNESIA,23,4/14/1885 0:00:00
38128,SERVIA,80,4/14/1885 0:00:00
38129,GELLERT,23,4/15/1885 0:00:00
38130,STATE OF INDIANA,82,4/18/1885 0:00:00
38131,BOHEMIA,23,4/18/1885 0:00:00
38132,CALIFORNIA,23,4/18/1885 0:00:00
38133,EMS,14,4/18/1885 0:00:00
38134,CELTIC,80,4/20/1885 0:00:00
38135,MARTHA,726,4/20/1885 0:00:00
38136,PARENTI,503,4/22/1885 0:00:00
38137,ALSATIA,91,4/23/1885 0:00:00
38138,BALTIC,80,4/24/1885 0:00:00
38139,STATE OF ALABAMA,82,4/25/1885 0:00:00
38140,DONAU,14,4/25/1885 0:00:00
38141,EIDER,94,4/25/1885 0:00:00
38142,RUGIA,23,4/28/1885 0:00:00
38143,CIRCASSIA,91,4/29/1885 0:00:00
38144,WERRA,94,4/30/1885 0:00:00
38145,WESER,14,5/1/1885 0:00:00
38146,NOORDLAND,22,5/1/1885 0:00:00
38147,CITY OF CHESTER,80,5/2/1885 0:00:00
38148,ELBE,14,5/4/1885 0:00:00
38149,ETRURIA,80,5/4/1885 0:00:00
38150,AUSTRALIA,23,5/5/1885 0:00:00
38151,WIELAND,23,5/5/1885 0:00:00
38152,ETHIOPIA,91,5/6/1885 0:00:00
38153,GREECE,252,5/6/1885 0:00:00
38154,CITY OF CHICAGO,80,5/9/1885 0:00:00
38155,FULDA,94,5/9/1885 0:00:00
38156,ODER,94,5/9/1885 0:00:00
38157,ST. OF PENNSYLVANIA,82,5/9/1885 0:00:00
38158,HELVETIA,4,5/11/1885 0:00:00
38159,SERVIA,80,5/11/1885 0:00:00
38160,MORAVIA,23,5/12/1885 0:00:00
38161,RHAETIA,93,5/12/1885 0:00:00
38162,SALIER,14,5/12/1885 0:00:00
38163,HOHENSTAUFEN,14,5/13/1885 0:00:00
38164,ENGLAND,80,5/13/1885 0:00:00
38165,NEVADA,80,5/13/1885 0:00:00
38166,KATIE,726,5/15/1885 0:00:00
38167,HAMMONIA,93,5/15/1885 0:00:00
38168,HERMANN,14,5/15/1885 0:00:00
38169,RHEIN,94,5/15/1885 0:00:00
38170,CITY OF RICHMOND,80,5/16/1885 0:00:00
38171,EMS,14,5/16/1885 0:00:00
38172,GALLIA,80,5/18/1885 0:00:00
38173,HABSBURG,14,5/18/1885 0:00:00
38174,POLARIA,23,5/18/1885 0:00:00
38175,STATE OF INDIANA,82,5/21/1885 0:00:00
38176,BRITISH KING,80,5/22/1885 0:00:00
38177,P. CALAND,15,5/22/1885 0:00:00
38178,INDIA,23,5/22/1885 0:00:00
38179,NECKAR,14,5/22/1885 0:00:00
38180,FRISIA,23,5/19/1885 0:00:00
38181,CITY OF BERLIN,80,5/23/1885 0:00:00
38182,EIDER,94,5/23/1885 0:00:00
38183,GELLERT,93,5/23/1885 0:00:00
38184,AURANIA,80,5/25/1885 0:00:00
38185,WESTPHALIA,23,5/25/1885 0:00:00
38186,LLOYD NURNBURG,14,5/26/1885 0:00:00
38187,WERRA,14,5/27/1885 0:00:00
38188,ANCHORIA,6,5/27/1885 0:00:00
38189,WISCONSIN,80,5/27/1885 0:00:00
38190,CITY OF ROME,80,5/28/1885 0:00:00
38191,BALTIC,80,5/29/1885 0:00:00
38192,PENNLAND,22,5/29/1885 0:00:00
38193,ZAANDAM,27,5/30/1885 0:00:00
38194,ELBE,14,6/1/1885 0:00:00
38195,CIRCASSIA,91,6/1/1885 0:00:00
38196,CELTIC,80,6/1/1885 0:00:00
38197,ETRURIA,80,6/1/1885 0:00:00
38198,WYOMING,80,6/1/1885 0:00:00
38199,RHYNLAND,22,6/6/1885 0:00:00
38200,STATE OF NEVADA,82,6/4/1885 0:00:00
38201,POLYNESIA,23,6/4/1885 0:00:00
38202,BOHEMIA,23,6/5/1885 0:00:00
38203,WESER,14,6/5/1885 0:00:00
38204,MAIN,14,6/6/1885 0:00:00
38205,WIELAND,23,6/6/1885 0:00:00
38206,FULDA,14,6/6/1885 0:00:00
38207,ETHIOPIA,91,6/9/1885 0:00:00
38208,ARGO,51,6/11/1885 0:00:00
38209,LEERDAM,15,6/8/1885 0:00:00
38210,RUGIA,23,6/11/1885 0:00:00
38211,NOORDLAND,22,6/13/1885 0:00:00
38212,BRITISH EMPIRE,4,6/13/1885 0:00:00
38213,CALIFORNIA,23,6/15/1885 0:00:00
38214,DONAU,14,6/15/1885 0:00:00
38215,ST. OF PENNSYLVANIA,82,6/15/1885 0:00:00
38216,EDAM,27,6/15/1885 0:00:00
38217,FURNESSIA,91,6/16/1885 0:00:00
38218,GALLIA,80,6/16/1885 0:00:00
38219,CANADA,252,6/17/1885 0:00:00
38220,RHAETIA,23,6/17/1885 0:00:00
38221,NEVADA,80,6/18/1885 0:00:00
38222,SIMON,16,6/18/1885 0:00:00
38223,RHEIN,94,6/19/1885 0:00:00
38224,MARTHA,726,6/19/1885 0:00:00
38225,SCHOLTEN,15,6/19/1885 0:00:00
38226,CITY OF RICHMOND,4,6/20/1885 0:00:00
38227,EIDER,94,6/20/1885 0:00:00
38228,MORAVIA,23,6/23/1885 0:00:00
38229,ENGLAND,4,6/24/1885 0:00:00
38230,WERRA,14,6/24/1885 0:00:00
38231,STATE OF GEORGIA,82,6/25/1885 0:00:00
38232,CITY OF ROME,4,6/26/1885 0:00:00
38233,CITY OF BERLIN,80,6/29/1885 0:00:00
38234,ELBE,14,6/29/1885 0:00:00
38235,ETRURIA,80,6/29/1885 0:00:00
38236,FRISIA,23,6/30/1885 0:00:00
38237,STATE OF ALABAMA,82,6/1/1885 0:00:00
38238,ANCHORIA,6,7/1/1885 0:00:00
38239,WISCONSIN,80,7/1/1885 0:00:00
38240,STATE OF INDIANA,82,7/2/1885 0:00:00
38241,BALTIC,80,7/3/1885 0:00:00
38242,P. CALAND,15,7/6/1885 0:00:00
38243,CIRCASSIA,91,7/6/1885 0:00:00
38244,FULDA,14,7/6/1885 0:00:00
38245,NECKAR,14,7/6/1885 0:00:00
38246,SERVIA,80,7/6/1885 0:00:00
38247,HELVETIA,4,7/7/1885 0:00:00
38248,POLARIA,23,7/8/1885 0:00:00
38249,WYOMING,80,7/8/1885 0:00:00
38250,PENNLAND,22,7/9/1885 0:00:00
38251,STATE OF ALABAMA,82,7/10/1885 0:00:00
38252,ZAANDAM,27,7/11/1885 0:00:00
38253,EMS,14,7/11/1885 0:00:00
38254,GENERAL WERDER,94,7/11/1885 0:00:00
38255,WESTPHALIA,93,7/11/1885 0:00:00
38256,LESSING,23,7/13/1885 0:00:00
38257,ETHIOPIA,91,7/14/1885 0:00:00
38258,INDIA,23,7/14/1885 0:00:00
38259,BOTHNIA,80,7/15/1885 0:00:00
38260,CITY OF CHICAGO,80,7/17/1885 0:00:00
38261,MAIN,14,7/17/1885 0:00:00
38262,STATE OF NEVADA,82,7/17/1885 0:00:00
38263,LEERDAM,15,7/18/1885 0:00:00
38264,EIDER,94,7/18/1885 0:00:00
38265,AURANIA,80,7/20/1885 0:00:00
38266,FURNESSIA,662,7/20/1885 0:00:00
38267,SPAIN,4,7/20/1885 0:00:00
38268,ST. OF PENNSYLVANIA,82,7/22/1885 0:00:00
38269,NEVADA,80,7/22/1885 0:00:00
38270,BOHEMIA,23,7/23/1885 0:00:00
38271,BRITISH QUEEN,61,7/24/1885 0:00:00
38272,CITY OF ROME,4,7/24/1885 0:00:00
38273,EDAM,27,7/25/1885 0:00:00
38274,CITY OF RICHMOND,4,7/25/1885 0:00:00
38275,WIELAND,23,7/25/1885 0:00:00
38276,SALIER,14,7/25/1885 0:00:00
38277,KAETIE,726,7/25/1885 0:00:00
38278,DONAU,14,7/27/1885 0:00:00
38279,ETRURIA,80,7/27/1885 0:00:00
38280,RUGIA,23,7/28/1885 0:00:00
38281,ABYSSINIA,80,7/29/1885 0:00:00
38282,STATE OF GEORGIA,82,7/29/1885 0:00:00
38283,CALIFORNIA,23,7/31/1885 0:00:00
38284,CITY OF BERLIN,4,7/31/1885 0:00:00
38285,WERRA,14,7/31/1885 0:00:00
38286,W A SCHOLTEN,15,8/1/1885 0:00:00
38287,SERVIA,80,8/3/1885 0:00:00
38288,ANCHORIA,6,8/5/1885 0:00:00
38289,ENGLAND,80,8/5/1885 0:00:00
38290,WISCONSIN,80,8/5/1885 0:00:00
38291,RHAETIA,23,8/5/1885 0:00:00
38292,STATE OF INDIANA,82,8/5/1885 0:00:00
38293,BALTIC,80,8/7/1885 0:00:00
38294,GRECIAN MONARCH,61,8/7/1885 0:00:00
38295,HAMMONIA,93,8/7/1885 0:00:00
38296,RHEIN,94,8/7/1885 0:00:00
38297,CIRCASSIA,91,8/10/1885 0:00:00
38298,GALLIA,80,8/10/1885 0:00:00
38299,SUEVIA,23,8/10/1885 0:00:00
38300,SCHIEDAM,27,8/10/1885 0:00:00
38301,WYOMING,80,8/11/1885 0:00:00
38302,FULDA,14,8/7/1885 0:00:00
38303,STATE OF ALABAMA,82,8/13/1885 0:00:00
38304,CITY OF CHESTER,80,8/14/1885 0:00:00
38305,NECKAR,14,8/14/1885 0:00:00
38306,EMS,14,8/15/1885 0:00:00
38307,POLYNESIA,23,8/15/1885 0:00:00
38308,AURANIA,80,8/17/1885 0:00:00
38309,ETHIOPIA,91,8/17/1885 0:00:00
38310,MORAVIA,23,8/18/1885 0:00:00
38311,HELVETIA,4,8/19/1885 0:00:00
38312,CITY OF ROME,4,8/20/1885 0:00:00
38313,STATE OF NEVADA,82,8/20/1885 0:00:00
38314,MARTHA,121,8/22/1885 0:00:00
38315,EIDER,94,8/22/1885 0:00:00
38316,GENERAL WERDER,94,8/22/1885 0:00:00
38317,ZAANDAM,27,8/24/1885 0:00:00
38318,FURNESSIA,191,8/24/1885 0:00:00
38319,ST. OF PENNSYLVANIA,82,8/26/1885 0:00:00
38320,AUSTRALIA,23,8/26/1885 0:00:00
38321,FRISIA,23,8/27/1885 0:00:00
38322,ABYSSINIA,80,8/28/1885 0:00:00
38323,CITY OF RICHMOND,4,8/28/1885 0:00:00
38324,SALIER,14,8/28/1885 0:00:00
38325,WESTPHALIA,93,8/28/1885 0:00:00
38326,EGYPT,4,8/29/1885 0:00:00
38327,LEERDAM,15,8/29/1885 0:00:00
38328,WERRA,14,8/29/1885 0:00:00
38329,LESSING,23,8/31/1885 0:00:00
38330,POLARIA,23,8/31/1885 0:00:00
38331,STATE OF GEORGIA,82,9/1/1885 0:00:00
38332,NOORDLAND,22,9/2/1885 0:00:00
38333,CITY OF WASHINGTON,628,9/3/1885 0:00:00
38334,CITY OF BERLIN,80,9/4/1885 0:00:00
38335,DONAU,14,9/4/1885 0:00:00
38336,ELBE,14,9/5/1885 0:00:00
38337,INDIA,23,9/7/1885 0:00:00
38338,RUGIA,23,9/7/1885 0:00:00
38339,ANCHORIA,6,9/8/1885 0:00:00
38340,FULDA,14,9/9/1885 0:00:00
38341,WISCONSIN,80,9/9/1885 0:00:00
38342,STATE OF INDIANA,82,9/10/1885 0:00:00
38343,EMS,14,9/12/1885 0:00:00
38344,WIELAND,23,9/12/1885 0:00:00
38345,W A SCHOLTEN,15,9/14/1885 0:00:00
